time;total;exploitable;vols;memoire;retbdd
Thu May 03 22:56:45 CEST 2018;2004823;1668973;13463;12778;0.0
Thu May 03 22:56:55 CEST 2018;2010175;1673494;13481;12790;0.0
Thu May 03 22:57:05 CEST 2018;2015519;1678013;13496;12801;0.0
Thu May 03 22:57:16 CEST 2018;2020861;1682517;13517;12816;0.0
Thu May 03 22:57:26 CEST 2018;2026195;1687032;13530;12823;0.0
Thu May 03 22:57:36 CEST 2018;2031523;1691541;13547;12836;0.0
Thu May 03 22:57:48 CEST 2018;2036860;1696029;13568;12852;0.0
Thu May 03 22:57:59 CEST 2018;2042197;1700541;13574;12857;0.0
Thu May 03 22:58:09 CEST 2018;2047531;1705047;13593;12868;0.0
Thu May 03 22:58:19 CEST 2018;2052870;1709557;13611;12881;0.0
Thu May 03 22:58:29 CEST 2018;2058213;1714076;13626;12894;0.0
Thu May 03 22:58:40 CEST 2018;2063552;1718575;13643;12909;0.0
Thu May 03 22:58:51 CEST 2018;2068887;1723201;13673;12932;0.0
Thu May 03 22:59:01 CEST 2018;2074276;1727782;13717;12975;0.0
Thu May 03 22:59:12 CEST 2018;2079683;1732347;13744;13000;0.0
Thu May 03 22:59:23 CEST 2018;2085075;1736902;13763;13011;0.0
Thu May 03 22:59:35 CEST 2018;2090479;1741482;13784;13025;0.0
Thu May 03 22:59:44 CEST 2018;2095888;1746072;13798;13037;0.0
Thu May 03 22:59:54 CEST 2018;2101292;1750659;13810;13043;0.0
Thu May 03 23:00:02 CEST 2018;2106699;1755236;13829;13058;0.0
Thu May 03 23:00:14 CEST 2018;2112096;1759755;13846;13070;0.0
Thu May 03 23:00:22 CEST 2018;2117485;1764304;13857;13081;0.0
Thu May 03 23:00:34 CEST 2018;2122883;1768781;13870;13096;0.0
Thu May 03 23:00:45 CEST 2018;2128269;1773253;13880;13103;0.0
Thu May 03 23:00:56 CEST 2018;2133653;1777732;13895;13118;0.0
Thu May 03 23:01:09 CEST 2018;2139032;1782219;13908;13128;0.0
Thu May 03 23:01:20 CEST 2018;2144404;1786721;13928;13140;0.0
Thu May 03 23:01:31 CEST 2018;2149780;1791326;13952;13168;0.0
Thu May 03 23:01:43 CEST 2018;2155158;1795821;13967;13182;0.0
Thu May 03 23:01:55 CEST 2018;2160535;1800314;13979;13191;0.0
Thu May 03 23:02:06 CEST 2018;2165902;1804817;13988;13197;0.0
Thu May 03 23:02:17 CEST 2018;2171266;1809324;14000;13207;0.0
Thu May 03 23:02:28 CEST 2018;2176638;1813812;14021;13224;0.0
Thu May 03 23:02:40 CEST 2018;2182016;1818324;14035;13236;0.0
Thu May 03 23:02:51 CEST 2018;2187408;1822949;14062;13259;0.0
Thu May 03 23:03:03 CEST 2018;2192797;1827445;14078;13271;0.0
Thu May 03 23:03:15 CEST 2018;2198207;1831971;14105;13292;0.0
Thu May 03 23:03:29 CEST 2018;2203615;1836534;14125;13310;0.0
Thu May 03 23:03:42 CEST 2018;2209036;1841087;14144;13326;0.0
Thu May 03 23:03:57 CEST 2018;2214442;1845764;14170;13347;0.0
Thu May 03 23:04:10 CEST 2018;2219829;1850294;14185;13358;0.0
Thu May 03 23:04:22 CEST 2018;2225194;1854931;14201;13370;0.0
Thu May 03 23:04:33 CEST 2018;2230543;1859424;14215;13376;0.0
Thu May 03 23:04:45 CEST 2018;2235884;1863918;14221;13383;0.0
Thu May 03 23:04:56 CEST 2018;2241222;1868406;14238;13398;0.0
Thu May 03 23:05:08 CEST 2018;2246550;1872904;14261;13413;0.0
Thu May 03 23:05:20 CEST 2018;2251851;1877398;14270;13420;0.0
Thu May 03 23:05:52 CEST 2018;2257138;1882065;14313;13460;0.0
Thu May 03 23:06:07 CEST 2018;2262435;1886694;14343;13486;0.0
Thu May 03 23:06:17 CEST 2018;2267743;1891205;14364;13502;0.0
Thu May 03 23:06:27 CEST 2018;2273047;1895738;14379;13516;0.0
Thu May 03 23:06:35 CEST 2018;2278357;1900266;14392;13528;0.0
Thu May 03 23:06:44 CEST 2018;2283665;1904780;14408;13538;0.0
Thu May 03 23:06:53 CEST 2018;2288971;1909302;14417;13546;0.0
Thu May 03 23:07:02 CEST 2018;2294280;1913803;14437;13562;0.0
Thu May 03 23:07:11 CEST 2018;2299592;1918316;14448;13572;0.0
Thu May 03 23:07:20 CEST 2018;2304919;1922808;14470;13587;0.0
Thu May 03 23:07:29 CEST 2018;2310236;1927282;14480;13596;0.0
Thu May 03 23:07:37 CEST 2018;2315555;1930684;14482;13597;0.0
Thu May 03 23:07:48 CEST 2018;2320873;1935171;14493;13604;0.0
Thu May 03 23:07:58 CEST 2018;2326182;1939679;14504;13612;0.0
Thu May 03 23:08:07 CEST 2018;2331496;1944163;14523;13625;0.0
Thu May 03 23:08:16 CEST 2018;2336807;1948685;14538;13638;0.0
Thu May 03 23:08:27 CEST 2018;2342130;1953220;14554;13649;0.0
Thu May 03 23:08:35 CEST 2018;2347451;1957739;14569;13659;0.0
Thu May 03 23:08:46 CEST 2018;2352775;1962268;14584;13667;0.0
Thu May 03 23:08:55 CEST 2018;2358099;1966791;14598;13680;0.0
Thu May 03 23:09:05 CEST 2018;2363406;1971319;14615;13690;0.0
Thu May 03 23:09:17 CEST 2018;2368707;1975843;14630;13700;0.0
Thu May 03 23:09:28 CEST 2018;2374004;1980371;14643;13710;0.0
Thu May 03 23:09:40 CEST 2018;2379290;1984873;14650;13713;0.0
Thu May 03 23:09:52 CEST 2018;2384566;1989385;14658;13721;0.0
Thu May 03 23:10:05 CEST 2018;2389826;1993962;14671;13731;0.0
Thu May 03 23:10:17 CEST 2018;2395078;1998413;14679;13737;0.0
Thu May 03 23:10:28 CEST 2018;2400334;2002871;14691;13742;0.0
Thu May 03 23:10:41 CEST 2018;2405606;2007316;14704;13750;0.0
Thu May 03 23:10:53 CEST 2018;2410874;2011888;14736;13775;0.0
Thu May 03 23:11:04 CEST 2018;2416138;2016340;14748;13784;0.0
Thu May 03 23:11:16 CEST 2018;2421400;2020815;14762;13795;0.0
Thu May 03 23:11:28 CEST 2018;2426675;2025274;14769;13800;0.0
Thu May 03 23:11:41 CEST 2018;2431939;2029722;14773;13806;0.0
Thu May 03 23:11:53 CEST 2018;2437190;2034281;14799;13830;0.0
Thu May 03 23:12:06 CEST 2018;2442455;2038746;14819;13845;0.0
Thu May 03 23:12:17 CEST 2018;2447740;2043220;14843;13863;0.0
Thu May 03 23:12:25 CEST 2018;2453022;2047662;14852;13869;0.0
Thu May 03 23:12:33 CEST 2018;2458298;2052133;14867;13882;0.0
Thu May 03 23:12:46 CEST 2018;2463597;2056611;14884;13897;0.0
Thu May 03 23:12:59 CEST 2018;2468893;2061083;14901;13908;0.0
Thu May 03 23:13:12 CEST 2018;2474188;2065546;14917;13923;0.0
Thu May 03 23:13:23 CEST 2018;2479505;2070139;14946;13950;0.0
Thu May 03 23:13:37 CEST 2018;2484801;2074588;14956;13957;0.0
Thu May 03 23:13:49 CEST 2018;2490083;2079035;14961;13960;0.0
Thu May 03 23:14:03 CEST 2018;2495364;2083577;14985;13979;0.0
Thu May 03 23:14:16 CEST 2018;2500651;2088034;14997;13986;0.0
Thu May 03 23:14:25 CEST 2018;2505935;2092491;15009;13995;0.0
Thu May 03 23:14:37 CEST 2018;2511216;2096907;15022;14006;0.0
Thu May 03 23:14:50 CEST 2018;2516490;2101341;15034;14016;0.0
Thu May 03 23:15:03 CEST 2018;2521758;2105878;15054;14037;0.0
Thu May 03 23:15:16 CEST 2018;2527023;2110294;15070;14047;0.0
Thu May 03 23:15:26 CEST 2018;2532282;2114728;15082;14055;0.0
Thu May 03 23:15:40 CEST 2018;2537536;2119114;15093;14064;0.0
Thu May 03 23:15:51 CEST 2018;2542794;2123649;15120;14087;0.0
Thu May 03 23:16:02 CEST 2018;2548037;2128079;15131;14096;0.0
Thu May 03 23:16:15 CEST 2018;2553278;2132512;15145;14105;0.0
Thu May 03 23:16:26 CEST 2018;2558515;2136923;15162;14116;0.0
Thu May 03 23:16:36 CEST 2018;2563763;2141382;15181;14131;0.0
Thu May 03 23:16:50 CEST 2018;2568998;2145781;15191;14137;0.0
Thu May 03 23:17:14 CEST 2018;2574224;2150308;15214;14155;0.0
Thu May 03 23:17:32 CEST 2018;2579436;2154823;15229;14163;0.0
Thu May 03 23:17:44 CEST 2018;2584643;2159325;15245;14176;0.0
Thu May 03 23:17:57 CEST 2018;2589855;2163729;15255;14187;0.0
Thu May 03 23:18:10 CEST 2018;2595056;2168125;15267;14195;0.0
Thu May 03 23:18:23 CEST 2018;2600227;2172616;15285;14205;0.0
Thu May 03 23:18:33 CEST 2018;2605391;2176981;15296;14212;0.0
Thu May 03 23:18:46 CEST 2018;2610547;2181363;15308;14222;0.0
Thu May 03 23:18:59 CEST 2018;2615706;2185748;15320;14234;0.0
Thu May 03 23:19:12 CEST 2018;2620858;2190124;15332;14240;0.0
Thu May 03 23:19:25 CEST 2018;2626011;2194612;15346;14253;0.0
Thu May 03 23:19:35 CEST 2018;2631183;2199021;15377;14277;0.0
Thu May 03 23:19:45 CEST 2018;2636366;2203448;15403;14299;0.0
Thu May 03 23:19:58 CEST 2018;2641561;2207883;15429;14319;0.0
Thu May 03 23:20:12 CEST 2018;2646766;2212329;15443;14330;0.0
Thu May 03 23:20:25 CEST 2018;2651942;2216850;15465;14351;0.0
Thu May 03 23:20:36 CEST 2018;2657112;2221202;15478;14359;0.0
Thu May 03 23:20:48 CEST 2018;2662280;2225580;15491;14372;0.0
Thu May 03 23:20:57 CEST 2018;2667446;2229951;15498;14378;0.0
Thu May 03 23:21:06 CEST 2018;2672604;2234319;15505;14384;0.0
Thu May 03 23:21:17 CEST 2018;2677766;2238689;15520;14394;0.0
Thu May 03 23:21:31 CEST 2018;2682923;2243057;15533;14405;0.0
Thu May 03 23:21:43 CEST 2018;2688074;2247535;15561;14431;0.0
Thu May 03 23:21:56 CEST 2018;2693223;2251896;15573;14439;0.0
Thu May 03 23:22:09 CEST 2018;2698365;2256269;15580;14447;0.0
Thu May 03 23:22:22 CEST 2018;2703530;2260654;15594;14454;0.0
Thu May 03 23:22:35 CEST 2018;2708718;2265145;15622;14479;0.0
Thu May 03 23:22:43 CEST 2018;2713911;2269541;15636;14493;0.0
Thu May 03 23:22:53 CEST 2018;2719102;2273953;15648;14504;0.0
Thu May 03 23:23:04 CEST 2018;2724287;2278336;15657;14509;0.0
Thu May 03 23:23:16 CEST 2018;2729487;2282700;15676;14524;0.0
Thu May 03 23:23:24 CEST 2018;2734683;2287086;15693;14535;0.0
Thu May 03 23:23:37 CEST 2018;2739874;2291457;15703;14541;0.0
Thu May 03 23:23:44 CEST 2018;2745062;2295834;15720;14554;0.0
Thu May 03 23:23:57 CEST 2018;2750243;2300223;15733;14564;0.0
Thu May 03 23:24:07 CEST 2018;2755413;2304610;15741;14569;0.0
Thu May 03 23:24:19 CEST 2018;2760582;2308985;15747;14573;0.0
Thu May 03 23:24:30 CEST 2018;2765745;2313371;15767;14583;0.0
Thu May 03 23:24:43 CEST 2018;2770898;2317832;15784;14592;0.0
Thu May 03 23:24:56 CEST 2018;2776046;2322169;15793;14599;0.0
Thu May 03 23:25:09 CEST 2018;2781185;2326520;15810;14611;0.0
Thu May 03 23:25:22 CEST 2018;2786314;2330871;15824;14619;0.0
Thu May 03 23:25:34 CEST 2018;2791425;2335326;15845;14634;0.0
Thu May 03 23:25:46 CEST 2018;2796532;2339671;15856;14639;0.0
Thu May 03 23:25:59 CEST 2018;2801646;2344006;15873;14651;0.0
Thu May 03 23:26:11 CEST 2018;2806761;2348343;15886;14661;0.0
Thu May 03 23:26:23 CEST 2018;2811891;2352806;15910;14681;0.0
Thu May 03 23:26:35 CEST 2018;2817021;2357151;15924;14689;0.0
Thu May 03 23:26:47 CEST 2018;2822149;2361486;15937;14698;0.0
Thu May 03 23:27:00 CEST 2018;2827274;2365853;15950;14709;0.0
Thu May 03 23:27:13 CEST 2018;2832377;2370294;15975;14724;0.0
Thu May 03 23:27:25 CEST 2018;2837495;2374651;15992;14740;0.0
Thu May 03 23:27:38 CEST 2018;2842644;2379041;16010;14755;0.0
Thu May 03 23:27:50 CEST 2018;2847795;2383397;16023;14767;0.0
Thu May 03 23:28:03 CEST 2018;2852938;2387887;16048;14786;0.0
Thu May 03 23:28:15 CEST 2018;2858077;2392256;16059;14794;0.0
Thu May 03 23:28:27 CEST 2018;2863203;2396614;16075;14804;0.0
Thu May 03 23:28:41 CEST 2018;2868325;2400979;16091;14819;0.0
Thu May 03 23:29:10 CEST 2018;2873472;2405539;16134;14862;0.0
Thu May 03 23:29:25 CEST 2018;2878652;2409954;16190;14913;0.0
Thu May 03 23:29:39 CEST 2018;2883858;2414517;16235;14951;0.0
Thu May 03 23:29:46 CEST 2018;2889061;2418935;16249;14965;0.0
Thu May 03 23:29:55 CEST 2018;2894255;2423298;16258;14973;0.0
Thu May 03 23:30:05 CEST 2018;2899422;2427697;16273;14983;0.0
Thu May 03 23:30:15 CEST 2018;2904577;2432061;16285;14992;0.0
Thu May 03 23:30:24 CEST 2018;2909749;2436440;16299;15001;0.0
Thu May 03 23:30:34 CEST 2018;2914925;2440812;16316;15010;0.0
Thu May 03 23:30:44 CEST 2018;2920084;2445174;16326;15017;0.0
Thu May 03 23:30:53 CEST 2018;2925236;2449504;16334;15025;0.0
Thu May 03 23:31:02 CEST 2018;2930380;2453870;16340;15028;0.0
Thu May 03 23:31:12 CEST 2018;2935521;2458194;16348;15034;0.0
Thu May 03 23:31:22 CEST 2018;2940656;2462514;16366;15046;0.0
Thu May 03 23:31:33 CEST 2018;2945795;2466827;16376;15053;0.0
Thu May 03 23:31:44 CEST 2018;2950941;2471144;16392;15065;0.0
Thu May 03 23:31:56 CEST 2018;2956079;2475468;16401;15073;0.0
Thu May 03 23:32:22 CEST 2018;2961204;2479887;16418;15090;0.0
Thu May 03 23:32:35 CEST 2018;2966341;2484315;16436;15106;0.0
Thu May 03 23:32:47 CEST 2018;2971474;2488622;16442;15110;0.0
Thu May 03 23:33:01 CEST 2018;2976614;2492957;16451;15117;0.0
Thu May 03 23:33:12 CEST 2018;2981741;2497381;16475;15135;0.0
Thu May 03 23:33:25 CEST 2018;2986867;2501682;16487;15142;0.0
Thu May 03 23:33:37 CEST 2018;2991993;2505982;16497;15152;0.0
Thu May 03 23:33:48 CEST 2018;2997125;2510302;16509;15164;0.0
Thu May 03 23:34:01 CEST 2018;3002249;2514610;16515;15171;0.0
Thu May 03 23:34:13 CEST 2018;3007396;2519043;16537;15193;0.0
Thu May 03 23:34:24 CEST 2018;3012535;2523341;16548;15201;0.0
Thu May 03 23:34:37 CEST 2018;3017709;2527695;16586;15234;0.0
Thu May 03 23:34:49 CEST 2018;3022886;2532034;16608;15251;0.0
Thu May 03 23:35:02 CEST 2018;3028011;2536478;16633;15274;0.0
Thu May 03 23:35:15 CEST 2018;3033119;2540750;16646;15284;0.0
Thu May 03 23:35:27 CEST 2018;3038226;2545055;16658;15291;0.0
Thu May 03 23:35:40 CEST 2018;3043328;2549328;16674;15305;0.0
Thu May 03 23:35:53 CEST 2018;3048423;2553732;16692;15317;0.0
Thu May 03 23:36:05 CEST 2018;3053521;2558020;16703;15322;0.0
Thu May 03 23:36:17 CEST 2018;3058626;2562307;16717;15332;0.0
Thu May 03 23:36:29 CEST 2018;3063715;2566596;16730;15339;0.0
Thu May 03 23:36:40 CEST 2018;3068822;2570988;16755;15361;0.0
Thu May 03 23:36:52 CEST 2018;3073948;2575305;16773;15375;0.0
Thu May 03 23:37:03 CEST 2018;3079083;2579618;16794;15393;0.0
Thu May 03 23:37:14 CEST 2018;3084212;2583914;16806;15403;0.0
Thu May 03 23:37:27 CEST 2018;3089330;2588194;16817;15412;0.0
Thu May 03 23:37:40 CEST 2018;3094452;2592479;16832;15424;0.0
Thu May 03 23:37:52 CEST 2018;3099565;2596825;16855;15438;0.0
Thu May 03 23:38:05 CEST 2018;3104675;2601069;16868;15444;0.0
Thu May 03 23:38:16 CEST 2018;3109790;2605349;16880;15456;0.0
Thu May 03 23:38:27 CEST 2018;3114914;2609626;16892;15466;0.0
Thu May 03 23:38:39 CEST 2018;3120029;2613888;16899;15470;0.0
Thu May 03 23:38:51 CEST 2018;3125146;2618255;16924;15488;0.0
Thu May 03 23:39:08 CEST 2018;3130253;2622505;16936;15493;0.0
Thu May 03 23:39:17 CEST 2018;3135360;2626758;16944;15500;0.0
Thu May 03 23:39:28 CEST 2018;3140479;2631050;16955;15507;0.0
Thu May 03 23:39:38 CEST 2018;3145596;2635314;16965;15514;0.0
Thu May 03 23:39:50 CEST 2018;3150726;2639568;16978;15525;0.0
Thu May 03 23:40:03 CEST 2018;3155842;2643956;16998;15541;0.0
Thu May 03 23:40:14 CEST 2018;3160950;2648251;17006;15548;0.0
Thu May 03 23:40:26 CEST 2018;3166065;2652570;17015;15555;0.0
Thu May 03 23:40:37 CEST 2018;3171181;2656846;17022;15561;0.0
Thu May 03 23:40:49 CEST 2018;3176283;2661131;17030;15564;0.0
Thu May 03 23:41:02 CEST 2018;3181370;2665413;17043;15570;0.0
Thu May 03 23:41:10 CEST 2018;3186441;2669806;17053;15583;0.0
Thu May 03 23:41:18 CEST 2018;3191524;2674112;17067;15594;0.0
Thu May 03 23:41:24 CEST 2018;3196607;2674112;17067;15594;0.0
Thu May 03 23:41:32 CEST 2018;3201676;2678428;17076;15597;0.0
Thu May 03 23:41:40 CEST 2018;3206747;2682741;17090;15607;0.0
Thu May 03 23:41:48 CEST 2018;3211807;2687046;17096;15610;0.0
Thu May 03 23:41:55 CEST 2018;3216867;2687046;17096;15610;0.0
Thu May 03 23:42:03 CEST 2018;3221911;2691345;17106;15616;0.0
Thu May 03 23:42:12 CEST 2018;3226986;2695681;17134;15636;0.0
Thu May 03 23:42:21 CEST 2018;3232068;2700036;17152;15652;0.0
Thu May 03 23:42:30 CEST 2018;3237162;2704414;17173;15670;0.0
Thu May 03 23:42:42 CEST 2018;3242261;2708747;17186;15683;0.0
Thu May 03 23:42:53 CEST 2018;3247346;2713073;17195;15690;0.0
Thu May 03 23:43:06 CEST 2018;3252402;2717366;17209;15699;0.0
Thu May 03 23:43:21 CEST 2018;3257458;2721669;17218;15703;0.0
Thu May 03 23:43:33 CEST 2018;3262521;2726078;17241;15722;0.0
Thu May 03 23:43:46 CEST 2018;3267582;2730363;17253;15732;0.0
Thu May 03 23:44:00 CEST 2018;3272643;2734643;17264;15740;0.0
Thu May 03 23:44:13 CEST 2018;3277700;2739015;17285;15750;0.0
Thu May 03 23:44:28 CEST 2018;3282759;2743279;17291;15756;0.0
Thu May 03 23:44:42 CEST 2018;3287829;2747550;17306;15767;0.0
Thu May 03 23:45:16 CEST 2018;3292889;2751972;17338;15790;0.0
Thu May 03 23:45:31 CEST 2018;3297941;2756329;17353;15801;0.0
Thu May 03 23:45:45 CEST 2018;3302987;2760673;17368;15810;0.0
Thu May 03 23:45:58 CEST 2018;3308036;2764902;17383;15818;0.0
Thu May 03 23:46:11 CEST 2018;3313095;2769141;17395;15827;0.0
Thu May 03 23:46:23 CEST 2018;3318161;2773460;17416;15843;0.0
Thu May 03 23:46:37 CEST 2018;3323229;2777680;17428;15852;0.0
Thu May 03 23:46:45 CEST 2018;3328353;2781965;17451;15874;0.0
Thu May 03 23:46:56 CEST 2018;3333482;2786265;17466;15883;0.0
Thu May 03 23:47:08 CEST 2018;3338605;2790515;17477;15892;0.0
Thu May 03 23:47:20 CEST 2018;3343731;2794761;17494;15906;0.0
Thu May 03 23:47:31 CEST 2018;3348850;2798990;17505;15916;0.0
Thu May 03 23:47:41 CEST 2018;3353955;2803312;17528;15929;0.0
Thu May 03 23:47:54 CEST 2018;3359061;2807546;17543;15941;0.0
Thu May 03 23:48:06 CEST 2018;3364150;2811775;17552;15947;0.0
Thu May 03 23:48:18 CEST 2018;3369228;2816016;17568;15956;0.0
Thu May 03 23:48:31 CEST 2018;3374310;2820219;17579;15964;0.0
Thu May 03 23:48:44 CEST 2018;3379367;2824534;17595;15975;0.0
Thu May 03 23:48:56 CEST 2018;3384427;2828747;17610;15988;0.0
Thu May 03 23:49:08 CEST 2018;3389468;2832932;17620;15996;0.0
Thu May 03 23:49:20 CEST 2018;3394508;2837134;17632;16004;0.0
Thu May 03 23:49:31 CEST 2018;3399532;2841440;17649;16014;0.0
Thu May 03 23:49:43 CEST 2018;3404545;2845649;17658;16017;0.0
Thu May 03 23:49:55 CEST 2018;3409559;2849844;17667;16023;0.0
Thu May 03 23:50:07 CEST 2018;3414573;2854046;17684;16036;0.0
Thu May 03 23:50:41 CEST 2018;3419595;2858366;17705;16054;0.0
Thu May 03 23:50:55 CEST 2018;3424598;2862728;17726;16067;0.0
Thu May 03 23:51:06 CEST 2018;3429599;2866933;17736;16074;0.0
Thu May 03 23:51:19 CEST 2018;3434583;2871130;17746;16079;0.0
Thu May 03 23:51:32 CEST 2018;3439583;2875434;17767;16096;0.0
Thu May 03 23:51:43 CEST 2018;3444581;2879635;17782;16108;0.0
Thu May 03 23:51:55 CEST 2018;3449579;2883839;17793;16116;0.0
Thu May 03 23:52:06 CEST 2018;3454559;2888025;17805;16123;0.0
Thu May 03 23:52:16 CEST 2018;3459523;2892210;17815;16127;0.0
Thu May 03 23:52:29 CEST 2018;3464474;2896387;17819;16130;0.0
Thu May 03 23:53:00 CEST 2018;3469479;2900733;17866;16170;0.0
Thu May 03 23:53:14 CEST 2018;3474452;2905104;17900;16198;0.0
Thu May 03 23:53:27 CEST 2018;3479418;2909277;17905;16202;0.0
Thu May 03 23:53:39 CEST 2018;3484386;2913459;17915;16208;0.0
Thu May 03 23:53:52 CEST 2018;3489339;2917731;17926;16216;0.0
Thu May 03 23:54:03 CEST 2018;3494296;2921900;17933;16220;0.0
Thu May 03 23:54:14 CEST 2018;3499245;2926064;17942;16226;0.0
Thu May 03 23:54:24 CEST 2018;3504194;2930232;17957;16234;0.0
Thu May 03 23:54:37 CEST 2018;3509130;2934403;17963;16236;0.0
Thu May 03 23:54:49 CEST 2018;3514070;2938585;17967;16237;0.0
Thu May 03 23:55:01 CEST 2018;3519010;2942872;17988;16251;0.0
Thu May 03 23:55:13 CEST 2018;3523948;2947031;17996;16254;0.0
Thu May 03 23:55:25 CEST 2018;3528897;2951245;18017;16269;0.0
Thu May 03 23:55:37 CEST 2018;3533843;2955407;18027;16274;0.0
Thu May 03 23:55:48 CEST 2018;3538769;2959576;18033;16279;0.0
Thu May 03 23:56:01 CEST 2018;3543714;2963868;18055;16296;0.0
Thu May 03 23:56:13 CEST 2018;3548672;2968057;18065;16305;0.0
Thu May 03 23:56:26 CEST 2018;3553617;2972219;18072;16308;0.0
Thu May 03 23:56:38 CEST 2018;3558549;2976344;18079;16313;0.0
Thu May 03 23:56:50 CEST 2018;3563469;2980590;18095;16327;0.0
Thu May 03 23:57:04 CEST 2018;3568384;2984734;18102;16331;0.0
Thu May 03 23:57:15 CEST 2018;3573302;2988874;18118;16340;0.0
Thu May 03 23:57:27 CEST 2018;3578219;2993024;18127;16345;0.0
Thu May 03 23:57:37 CEST 2018;3583136;2997154;18138;16356;0.0
Thu May 03 23:57:49 CEST 2018;3588049;3001266;18148;16362;0.0
Thu May 03 23:58:02 CEST 2018;3592935;3005469;18167;16373;0.0
Thu May 03 23:58:14 CEST 2018;3597824;3009577;18174;16375;0.0
Thu May 03 23:58:27 CEST 2018;3602700;3013670;18183;16381;0.0
Thu May 03 23:58:40 CEST 2018;3607578;3017780;18195;16388;0.0
Thu May 03 23:58:52 CEST 2018;3612462;3021990;18216;16405;0.0
Thu May 03 23:59:04 CEST 2018;3617342;3026109;18226;16412;0.0
Thu May 03 23:59:16 CEST 2018;3622217;3030201;18237;16418;0.0
Thu May 03 23:59:29 CEST 2018;3627105;3034317;18247;16428;0.0
Thu May 03 23:59:41 CEST 2018;3631993;3038512;18261;16440;0.0
Thu May 03 23:59:53 CEST 2018;3636872;3042608;18270;16447;0.0
Fri May 04 00:00:06 CEST 2018;3641762;3046715;18284;16454;0.0
Fri May 04 00:00:18 CEST 2018;3646651;3050833;18292;16458;0.0
Fri May 04 00:00:31 CEST 2018;3651541;3055047;18310;16472;0.0
Fri May 04 00:00:44 CEST 2018;3656432;3059158;18323;16481;0.0
Fri May 04 00:00:57 CEST 2018;3661331;3063271;18333;16490;0.0
Fri May 04 00:01:09 CEST 2018;3666220;3067373;18339;16494;0.0
Fri May 04 00:01:22 CEST 2018;3671098;3071589;18357;16505;0.0
Fri May 04 00:01:35 CEST 2018;3675957;3075712;18364;16510;0.0
Fri May 04 00:01:48 CEST 2018;3680810;3079827;18370;16512;0.0
Fri May 04 00:02:01 CEST 2018;3685659;3083942;18384;16520;0.0
Fri May 04 00:02:11 CEST 2018;3690501;3088126;18403;16531;0.0
Fri May 04 00:02:18 CEST 2018;3695334;3092195;18405;16532;0.0
Fri May 04 00:02:27 CEST 2018;3700166;3096281;18418;16542;0.0
Fri May 04 00:02:34 CEST 2018;3705001;3099085;18418;16542;0.0
Fri May 04 00:02:42 CEST 2018;3709838;3103170;18434;16555;0.0
Fri May 04 00:02:50 CEST 2018;3714676;3107260;18452;16570;0.0
Fri May 04 00:02:58 CEST 2018;3719518;3111352;18463;16579;0.0
Fri May 04 00:03:04 CEST 2018;3724360;3111352;18463;16579;0.0
Fri May 04 00:03:12 CEST 2018;3729209;3115467;18479;16592;0.0
Fri May 04 00:03:20 CEST 2018;3734061;3119559;18492;16600;0.0
Fri May 04 00:03:28 CEST 2018;3738915;3123658;18502;16605;0.0
Fri May 04 00:03:37 CEST 2018;3743770;3126681;18502;16605;0.0
Fri May 04 00:03:46 CEST 2018;3748630;3130784;18515;16613;0.0
Fri May 04 00:03:55 CEST 2018;3753486;3134894;18525;16621;0.0
Fri May 04 00:04:02 CEST 2018;3758350;3139031;18538;16631;0.0
Fri May 04 00:04:10 CEST 2018;3763212;3143142;18547;16639;0.0
Fri May 04 00:04:19 CEST 2018;3768068;3147268;18559;16644;0.0
Fri May 04 00:04:25 CEST 2018;3772924;3147268;18559;16644;0.0
